date,session_key,air_temperature,track_temperature,rainfall,wind_speed,meeting_key,wind_direction,humidity,pressure
2024-05-19T12:08:39.188000+00:00,9515,24.2,43.4,0,1.8,1235,138,51.0,1007.2
2024-05-19T12:09:39.181000+00:00,9515,24.0,43.1,0,1.2,1235,112,52.0,1007.2
2024-05-19T12:10:39.215000+00:00,9515,24.0,43.3,0,1.7,1235,117,53.0,1007.2
2024-05-19T12:11:39.213000+00:00,9515,24.0,43.3,0,2.3,1235,134,53.0,1007.2
2024-05-19T12:12:39.218000+00:00,9515,24.2,42.9,0,1.6,1235,122,53.0,1007.3
2024-05-19T12:13:39.190000+00:00,9515,24.4,42.6,0,1.4,1235,133,53.0,1007.2
2024-05-19T12:14:39.219000+00:00,9515,24.4,42.4,0,2.0,1235,125,54.0,1007.2
2024-05-19T12:15:39.226000+00:00,9515,24.3,41.8,0,2.1,1235,116,55.0,1007.1
2024-05-19T12:16:39.230000+00:00,9515,24.2,41.4,0,1.6,1235,109,55.0,1007.2
2024-05-19T12:17:39.237000+00:00,9515,24.1,41.4,0,1.7,1235,102,55.0,1007.2
2024-05-19T12:18:39.236000+00:00,9515,24.2,41.1,0,1.1,1235,144,55.0,1007.2
2024-05-19T12:19:39.242000+00:00,9515,24.3,41.1,0,2.0,1235,122,54.0,1007.2
2024-05-19T12:20:39.239000+00:00,9515,24.2,41.3,0,2.8,1235,138,54.0,1007.1
2024-05-19T12:21:39.256000+00:00,9515,24.2,40.8,0,2.8,1235,161,54.0,1007.2
2024-05-19T12:22:39.275000+00:00,9515,24.3,40.8,0,1.2,1235,130,55.0,1007.2
2024-05-19T12:23:39.277000+00:00,9515,24.3,40.9,0,2.2,1235,134,54.0,1007.1
2024-05-19T12:24:39.289000+00:00,9515,24.3,40.9,0,1.2,1235,175,54.0,1007.1
2024-05-19T12:25:39.298000+00:00,9515,24.4,41.2,0,1.0,1235,179,55.0,1007.2
2024-05-19T12:26:39.285000+00:00,9515,24.3,42.0,0,1.1,1235,134,54.0,1007.1
2024-05-19T12:27:39.293000+00:00,9515,24.4,42.6,0,1.4,1235,140,53.0,1007.1
2024-05-19T12:28:39.306000+00:00,9515,24.3,42.8,0,1.8,1235,126,52.0,1007.1
2024-05-19T12:29:39.307000+00:00,9515,24.3,43.1,0,1.5,1235,146,51.0,1007.0
2024-05-19T12:30:39.313000+00:00,9515,24.4,43.7,0,1.9,1235,128,51.0,1007.1
2024-05-19T12:31:39.316000+00:00,9515,24.4,44.0,0,1.4,1235,148,50.0,1007.0
2024-05-19T12:32:39.314000+00:00,9515,24.5,43.6,0,1.6,1235,133,50.0,1007.0
2024-05-19T12:33:39.338000+00:00,9515,24.5,43.6,0,1.9,1235,132,50.0,1007.0
2024-05-19T12:34:39.342000+00:00,9515,24.5,43.7,0,1.6,1235,142,50.0,1006.9
2024-05-19T12:35:39.359000+00:00,9515,24.4,43.8,0,1.9,1235,149,51.0,1007.0
2024-05-19T12:36:39.362000+00:00,9515,24.5,43.8,0,1.3,1235,125,51.0,1007.0
2024-05-19T12:37:39.360000+00:00,9515,24.5,43.7,0,1.7,1235,73,51.0,1007.0
2024-05-19T12:38:39.356000+00:00,9515,24.6,43.2,0,1.4,1235,134,50.0,1007.0
2024-05-19T12:39:39.393000+00:00,9515,24.8,42.5,0,1.7,1235,137,51.0,1007.1
2024-05-19T12:40:39.389000+00:00,9515,24.7,41.4,0,1.3,1235,172,51.0,1007.0
2024-05-19T12:41:39.394000+00:00,9515,24.6,40.3,0,1.6,1235,177,52.0,1006.9
2024-05-19T12:42:39.411000+00:00,9515,24.6,40.8,0,1.8,1235,161,53.0,1007.0
2024-05-19T12:43:39.397000+00:00,9515,24.6,41.3,0,0.7,1235,268,52.0,1007.0
2024-05-19T12:44:39.409000+00:00,9515,24.6,42.7,0,1.2,1235,335,50.0,1007.0
2024-05-19T12:45:39.407000+00:00,9515,24.5,42.7,0,1.3,1235,238,50.0,1006.9
2024-05-19T12:46:39.399000+00:00,9515,24.6,42.7,0,0.9,1235,228,51.0,1006.9
2024-05-19T12:47:39.394000+00:00,9515,24.7,43.3,0,0.3,1235,168,50.0,1007.0
2024-05-19T12:48:39.463000+00:00,9515,24.9,43.9,0,0.5,1235,75,49.0,1006.8
2024-05-19T12:49:39.433000+00:00,9515,25.0,44.8,0,1.0,1235,165,49.0,1006.9
2024-05-19T12:50:39.434000+00:00,9515,25.0,44.4,0,1.8,1235,158,49.0,1006.8
2024-05-19T12:51:39.434000+00:00,9515,25.1,44.0,0,2.2,1235,147,48.0,1006.8
2024-05-19T12:52:39.436000+00:00,9515,25.0,44.0,0,2.1,1235,137,50.0,1006.8
2024-05-19T12:53:39.439000+00:00,9515,24.9,44.1,0,1.6,1235,161,50.0,1006.8
2024-05-19T12:54:39.440000+00:00,9515,24.8,44.4,0,1.3,1235,143,51.0,1006.8
2024-05-19T12:55:39.451000+00:00,9515,25.0,44.4,0,0.7,1235,0,51.0,1006.8
2024-05-19T12:56:39.444000+00:00,9515,25.2,44.7,0,0.5,1235,314,50.0,1006.8
2024-05-19T12:57:39.452000+00:00,9515,25.3,45.3,0,0.9,1235,121,49.0,1006.8
2024-05-19T12:58:39.454000+00:00,9515,25.5,45.3,0,0.7,1235,144,48.0,1006.8
2024-05-19T12:59:39.451000+00:00,9515,25.4,45.3,0,2.2,1235,141,50.0,1006.8
2024-05-19T13:00:39.455000+00:00,9515,25.5,45.3,0,2.8,1235,108,51.0,1006.8
2024-05-19T13:01:39.451000+00:00,9515,25.4,46.0,0,1.3,1235,137,50.0,1006.8
2024-05-19T13:02:39.433000+00:00,9515,25.2,44.5,0,1.4,1235,157,50.0,1006.9
2024-05-19T13:03:39.460000+00:00,9515,25.1,44.5,0,1.5,1235,139,50.0,1006.9
2024-05-19T13:04:39.452000+00:00,9515,25.0,45.3,0,3.0,1235,136,51.0,1006.8
2024-05-19T13:05:39.457000+00:00,9515,25.0,45.5,0,2.5,1235,138,50.0,1006.8
2024-05-19T13:06:39.469000+00:00,9515,25.1,45.3,0,3.4,1235,121,50.0,1006.9
2024-05-19T13:07:39.485000+00:00,9515,25.1,45.2,0,3.4,1235,138,50.0,1006.9
2024-05-19T13:08:39.489000+00:00,9515,25.1,44.9,0,3.1,1235,137,50.0,1006.9
2024-05-19T13:09:39.502000+00:00,9515,25.3,43.6,0,4.2,1235,141,51.0,1006.8
2024-05-19T13:10:39.508000+00:00,9515,25.4,42.7,0,3.3,1235,129,50.0,1006.8
2024-05-19T13:11:39.509000+00:00,9515,25.3,41.7,0,3.4,1235,135,51.0,1006.8
2024-05-19T13:12:39.503000+00:00,9515,25.1,40.7,0,2.9,1235,116,52.0,1006.9
2024-05-19T13:13:39.508000+00:00,9515,25.0,40.5,0,1.9,1235,137,51.0,1006.8
2024-05-19T13:14:39.500000+00:00,9515,25.1,40.4,0,2.4,1235,145,51.0,1006.8
2024-05-19T13:15:39.507000+00:00,9515,24.9,40.1,0,2.5,1235,117,51.0,1006.8
2024-05-19T13:16:39.518000+00:00,9515,24.9,40.1,0,1.5,1235,131,51.0,1006.8
2024-05-19T13:17:39.498000+00:00,9515,24.8,39.6,0,3.4,1235,123,50.0,1006.8
2024-05-19T13:18:39.514000+00:00,9515,24.7,39.4,0,1.3,1235,133,50.0,1006.8
2024-05-19T13:19:39.527000+00:00,9515,24.8,39.4,0,3.4,1235,144,49.0,1006.8
2024-05-19T13:20:39.522000+00:00,9515,25.0,39.8,0,2.3,1235,99,49.0,1006.8
2024-05-19T13:21:39.542000+00:00,9515,25.0,40.1,0,1.3,1235,143,50.0,1006.6
2024-05-19T13:22:39.583000+00:00,9515,25.1,41.0,0,2.4,1235,164,49.0,1006.7
2024-05-19T13:23:39.580000+00:00,9515,25.2,41.3,0,2.6,1235,119,49.0,1006.6
2024-05-19T13:24:39.564000+00:00,9515,25.1,41.3,0,1.8,1235,138,49.0,1006.7
2024-05-19T13:25:39.562000+00:00,9515,25.1,42.0,0,2.8,1235,101,49.0,1006.6
2024-05-19T13:26:39.561000+00:00,9515,25.1,42.0,0,2.6,1235,134,47.0,1006.7
2024-05-19T13:27:39.598000+00:00,9515,25.3,41.9,0,4.1,1235,133,48.0,1006.5
2024-05-19T13:28:39.632000+00:00,9515,25.3,42.2,0,3.7,1235,137,48.0,1006.6
2024-05-19T13:29:39.616000+00:00,9515,25.4,42.3,0,4.2,1235,118,48.0,1006.7
2024-05-19T13:30:39.648000+00:00,9515,25.5,42.2,0,2.4,1235,136,47.0,1006.7
2024-05-19T13:31:39.650000+00:00,9515,25.5,42.0,0,1.7,1235,123,47.0,1006.5
2024-05-19T13:32:39.648000+00:00,9515,25.5,41.8,0,2.5,1235,151,48.0,1006.5
2024-05-19T13:33:39.677000+00:00,9515,25.5,42.2,0,3.0,1235,111,48.0,1006.4
2024-05-19T13:34:39.698000+00:00,9515,25.5,42.4,0,2.6,1235,124,47.0,1006.5
2024-05-19T13:35:39.708000+00:00,9515,25.5,42.3,0,2.7,1235,101,46.0,1006.6
2024-05-19T13:36:39.706000+00:00,9515,25.5,42.1,0,2.8,1235,123,46.0,1006.5
2024-05-19T13:37:39.724000+00:00,9515,25.4,42.2,0,2.0,1235,110,47.0,1006.5
2024-05-19T13:38:39.749000+00:00,9515,25.3,42.6,0,2.7,1235,136,45.0,1006.4
2024-05-19T13:39:39.764000+00:00,9515,25.3,43.0,0,3.0,1235,140,45.0,1006.5
2024-05-19T13:40:39.766000+00:00,9515,25.3,42.0,0,5.0,1235,138,46.0,1006.4
2024-05-19T13:41:39.767000+00:00,9515,25.4,41.9,0,2.5,1235,128,46.0,1006.4
2024-05-19T13:42:39.788000+00:00,9515,25.4,42.6,0,2.4,1235,124,46.0,1006.4
2024-05-19T13:43:39.795000+00:00,9515,25.5,42.5,0,2.0,1235,104,46.0,1006.5
2024-05-19T13:44:39.815000+00:00,9515,25.5,42.4,0,2.1,1235,137,46.0,1006.3
2024-05-19T13:45:39.804000+00:00,9515,25.6,42.4,0,2.1,1235,136,47.0,1006.5
2024-05-19T13:46:39.833000+00:00,9515,25.6,42.3,0,2.5,1235,143,46.0,1006.4
2024-05-19T13:47:39.818000+00:00,9515,25.7,42.5,0,2.4,1235,183,46.0,1006.3
2024-05-19T13:48:39.839000+00:00,9515,25.7,42.6,0,1.0,1235,141,45.0,1006.3
2024-05-19T13:49:39.822000+00:00,9515,25.6,42.9,0,1.8,1235,138,45.0,1006.2
2024-05-19T13:50:39.851000+00:00,9515,25.6,42.6,0,4.2,1235,139,44.0,1006.2
2024-05-19T13:51:39.838000+00:00,9515,25.7,42.6,0,3.9,1235,119,45.0,1006.2
2024-05-19T13:52:39.847000+00:00,9515,25.7,42.1,0,2.5,1235,135,45.0,1006.2
2024-05-19T13:53:39.846000+00:00,9515,25.8,42.3,0,2.1,1235,121,45.0,1006.2
2024-05-19T13:54:39.852000+00:00,9515,25.7,42.4,0,2.9,1235,131,46.0,1006.2
2024-05-19T13:55:39.861000+00:00,9515,25.6,42.6,0,4.3,1235,131,45.0,1006.1
2024-05-19T13:56:39.874000+00:00,9515,25.7,42.5,0,2.5,1235,148,44.0,1006.1
2024-05-19T13:57:39.904000+00:00,9515,25.8,42.0,0,2.1,1235,136,44.0,1006.3
2024-05-19T13:58:39.916000+00:00,9515,25.8,42.0,0,2.2,1235,123,45.0,1006.1
2024-05-19T13:59:39.904000+00:00,9515,25.6,42.0,0,3.3,1235,134,45.0,1006.2
2024-05-19T14:00:39.928000+00:00,9515,25.7,41.8,0,3.7,1235,143,44.0,1006.2
2024-05-19T14:01:39.907000+00:00,9515,25.7,41.6,0,3.0,1235,111,44.0,1006.1
2024-05-19T14:02:39.911000+00:00,9515,25.7,41.6,0,2.4,1235,104,44.0,1006.1
2024-05-19T14:03:39.905000+00:00,9515,25.8,42.1,0,2.7,1235,138,44.0,1006.2
2024-05-19T14:04:39.931000+00:00,9515,25.8,42.1,0,2.2,1235,115,44.0,1006.2
2024-05-19T14:05:39.912000+00:00,9515,25.8,42.0,0,1.5,1235,119,44.0,1006.2
2024-05-19T14:06:39.933000+00:00,9515,25.8,41.5,0,2.6,1235,124,44.0,1006.2
2024-05-19T14:07:39.953000+00:00,9515,25.9,40.5,0,1.9,1235,139,45.0,1006.2
2024-05-19T14:08:39.956000+00:00,9515,25.8,40.1,0,3.3,1235,110,45.0,1006.1
2024-05-19T14:09:39.973000+00:00,9515,25.6,39.7,0,2.4,1235,110,45.0,1006.1
2024-05-19T14:10:39.967000+00:00,9515,25.6,39.5,0,1.6,1235,125,45.0,1006.1
2024-05-19T14:11:40.001000+00:00,9515,25.6,39.3,0,3.1,1235,120,45.0,1006.1
2024-05-19T14:12:39.995000+00:00,9515,25.6,39.1,0,3.2,1235,137,44.0,1006.1
2024-05-19T14:13:40.025000+00:00,9515,25.6,39.1,0,3.2,1235,137,44.0,1006.1
2024-05-19T14:14:40.043000+00:00,9515,25.5,39.1,0,1.9,1235,131,44.0,1006.2
2024-05-19T14:15:40.045000+00:00,9515,25.5,39.0,0,2.4,1235,142,45.0,1006.1
2024-05-19T14:16:40.039000+00:00,9515,25.5,39.4,0,3.1,1235,122,45.0,1006.2
2024-05-19T14:17:40.050000+00:00,9515,25.5,39.1,0,1.9,1235,112,45.0,1006.1
2024-05-19T14:18:40.042000+00:00,9515,25.4,38.6,0,1.6,1235,120,45.0,1006.2
2024-05-19T14:19:40.063000+00:00,9515,25.3,38.9,0,1.9,1235,143,45.0,1006.1
2024-05-19T14:20:40.064000+00:00,9515,25.4,38.9,0,1.7,1235,123,45.0,1006.1
2024-05-19T14:21:40.097000+00:00,9515,25.4,38.9,0,2.2,1235,116,44.0,1006.1
2024-05-19T14:22:40.106000+00:00,9515,25.5,38.9,0,2.0,1235,119,44.0,1006.1
2024-05-19T14:23:40.111000+00:00,9515,25.4,38.8,0,2.3,1235,119,44.0,1006.1
2024-05-19T14:24:40.140000+00:00,9515,25.4,38.7,0,1.5,1235,150,44.0,1006.1
2024-05-19T14:25:40.110000+00:00,9515,25.5,39.1,0,1.2,1235,135,45.0,1006.1
2024-05-19T14:26:40.149000+00:00,9515,25.6,40.2,0,2.2,1235,124,44.0,1006.0
2024-05-19T14:27:40.126000+00:00,9515,25.8,40.6,0,1.8,1235,129,43.0,1006.1
2024-05-19T14:28:40.132000+00:00,9515,25.9,40.6,0,1.3,1235,141,43.0,1006.1
2024-05-19T14:29:40.132000+00:00,9515,26.0,41.1,0,1.5,1235,85,42.0,1006.1
2024-05-19T14:30:40.148000+00:00,9515,26.1,41.3,0,0.8,1235,119,42.0,1006.1
